AgentID,Name,Region,Specialization,HireDate,TotalPoliciesSold
AGE1907,Same,Central,Clear,2022-08-17,207
AGE1908,Person,East,Provide,2024-11-10,192
AGE1909,Represent,South,Not,07/10/2022,50
AGE1910,Indeed,South,Animal,05/08/2022,78
AGE1642,Free,South,Security,19-09-2023,295
AGE1912,Affect,East,Fly,2022-01-30,42
AGE1913,Range,Central,Serious,06/24/2024,180
AGE1914,Case,West,Employee,21/02/2024,122
AGE1915,Thing,West,Chair,2022-10-31,241
AGE1916,Performance,North,Seem,02/25/2024,293
AGE1917,Specific,South,Against,02/02/2023,44
AGE1918,Identify,North,Wonder,10/01/2022,116
INVALID_71,Similar,Central,Daughter,2024-08-07,238
AGE1920,Kitchen,West,Brother,01-03-2022,23
AGE1921,Democrat,Central,Situation,20-09-2022,24
AGE1922,Foreign,North,Participant,27-03-2024,52
AGE1923,Experience,East,Something,03-08-2022,192
AGE1924,Act,North,Again,10/20/2024,97
AGE1925,Minute,Central,Trouble,12/04/2024,195
AGE1926,Many,South,Doctor,08/14/2023,160
AGE1927,At,Central,Economic,2023-05-06,193
AGE1928,Concern,West,None,2022-04-24,185
AGE1929,Rise,South,Page,07-02-2023,121
AGE1930,Child,North,Against,19-11-2023,113
AGE1931,Choose,North,Alone,17-07-2022,282
AGE1932,Return,Central,Example,07-07-2024,298
AGE1933,Material,South,Record,2024-11-27,214
AGE1934,Clear,North,Current,09/03/2022,67
AGE1935,Girl,West,Show,2023-11-17,188
AGE1936,Majority,South,Fast,01/02/2022,293
AGE1937,Product,central,Particular,29/11/2023,33
AGE1938,Matter,East,Reduce,06/23/2024,142
AGE1939,Them,North,Someone,2023-11-12,192
AGE1940,Community,Central,Page,31/10/2024,74
AGE1941,Evidence,South,Certain,22/06/2023,145
AGE1942,Role,West,Stock,05-11-2023,94
AGE1943,Receive,South,Serve,12-09-2024,79
AGE1944,Between,Central,Good,08/18/2023,14
AGE1945,Car,East,Get,05/14/2022,115
AGE1946,Clear,North,Writer,2022-12-17,244
AGE1947,National,Central,Sister,08/01/2024,107
AGE1948,Can,Central,Assume,04/16/2024,233
AGE1949,Result,Central,Several,2023-10-16,181
AGE1950,Ok,Central,Happy,01-05-2023,212
AGE1951,Think,East,Attack,04/28/2023,33
AGE1952,If,South,Campaign,2022-03-08,159
AGE1953,Single,South,Physical,16/06/2023,14
AGE1954,Yet,Central,Message,06-02-2024,200
AGE1955,Training,North,Near,12/04/2022,-1
AGE1956,Land,East,Work,02/07/2023,207
AGE1957,Land,East,Off,30/07/2023,245
AGE1958,Side,West,Discuss,2023-05-07,84
AGE1959,Smile,East,Spring,09-04-2022,9
AGE1960,Marriage,North,Model,2024-04-02,-1
AGE1961,Audience,North,Eight,06/08/2024,236
AGE1962,That,West,Movement,01-12-2023,182
AGE1963,Significant,West,Top,04/04/2023,231
AGE1964,Friend,Central,Cost,2024-03-19,158
AGE1965,City,North,Issue,2024-05-24,126
AGE1966,Continue,Central,College,08/07/2022,179
AGE1967,Really,Central,Old,2024-08-05,294
AGE1968,Page,CENTRAL,She,06/05/2023,123
AGE1969,Popular,Central,Citizen,18-01-2024,218
AGE1970,Material,Central,Enter,10/03/2023,92
AGE1971,Budget,South,Middle,19/10/2024,66
AGE1972,Help,West,Green,09/03/2023,240
AGE1973,Have,North,Second,13/09/2022,40
AGE1974,Game,East,Give,19-02-2023,226
INVALID_5,Tv,East,Eight,10/11/2022,175
AGE1976,Brother,North,Little,12/18/2022,66
AGE1977,Interest,West,Hard,31-05-2022,12
AGE1978,Determine,South,Candidate,06/13/2023,296
AGE1140,Student,East,Eye,29/08/2024,142
AGE1980,Right,East,Give,01-08-2024,227
AGE1981,Break,South,Find,07/24/2022,147
AGE1982,Buy,West,Mouth,2022-06-21,8
AGE1983,Produce,West,In,07/03/2023,59
AGE1984,Soldier,South,Radio,22-05-2023,152
AGE1985,Our,Central,Local,23-01-2023,0
AGE0621,Government,East,News,2024-01-10,-1
AGE1987,Foreign,Central,Cause,05/12/2022,44
AGE1988,Give,West,Day,10/23/2023,192
AGE1758,Do,West,Coach,15-03-2022,103
AGE1990,Move,Central,International,05/26/2024,46
AGE1991,Break,East,Sit,21/03/2022,184
AGE1992,Support,South,Painting,03-02-2024,28
AGE1993,Meet,North,Sound,03/06/2022,237
AGE1994,Eat,West,Find,28-03-2024,32
AGE1995,Cost,East,Couple,04/12/2022,78
AGE1996,Name,North,Without,15-12-2023,0
AGE1997,How,West,This,17-01-2022,12
AGE1998,Yourself,South,Simply,05/11/2024,246
AGE1999,Director,North,South,17/06/2023,127
AGE2000,Production,Central,Far,19/03/2023,88
AGE1566,Hair,Central,Door,2023-12-03,5
AGE2002,Others,East,Performance,03/05/2024,0
AGE2003,Claim,South,Whatever,14-02-2023,18
AGE2004,Many,Central,Hand,12-01-2024,276
AGE2005,Customer,South,Figure,09-11-2022,6
AGE2006,Certain,South,Yes,04-09-2024,0
AGE0084,Assume,East,Leader,11-06-2024,246
INVALID_60,Project,North,Explain,02-05-2023,41
AGE2009,Affect,Central,Be,29/03/2022,251
AGE2010,Loss,Central,Rest,11/20/2024,223
AGE2011,Build,Central,Stay,12/03/2024,200
AGE2012,Present,South,Value,24/01/2023,243
AGE2013,Physical,North,Kid,23-08-2023,275
AGE2014,Card,West,Experience,03/13/2022,290
INVALID_74,All,East,Wear,12/01/2024,73
AGE2002,Hospital,East,Wonder,01/25/2022,17
AGE2017,Television,North,Later,2022-10-28,25
AGE2018,Within,East,Nation,04/13/2024,121
AGE2019,Course,North,Fire,2022-05-20,154
AGE2020,Own,Central,Rock,09-02-2022,70
AGE2021,War,East,Million,12/07/2023,0
AGE2022,Time,SOUTH,Rock,22-01-2024,79
AGE2023,Return,Central,Notice,23-03-2023,145
AGE2024,Find,Central,Purpose,09/11/2024,243
AGE2025,Approach,West,Remain,27/05/2022,264
AGE2026,Its,East,Color,23/10/2024,287
AGE2027,Hospital,South,Let,05-05-2024,81
AGE2028,Hand,North,Child,2024-09-11,129
AGE2029,Medical,East,Along,2023-05-06,222
AGE2030,Economic,North,Eight,30-05-2022,5
AGE2031,Scene,Central,Majority,02/04/2022,66
AGE2032,Their,East,Debate,2023-08-17,275
AGE2033,Pattern,West,Sure,05/18/2023,59
AGE2034,Type,South,Sit,2022-01-17,94
AGE2035,Reveal,West,Game,08-11-2023,117
AGE2036,Chance,East,Idea,01/08/2024,144
INVALID_20,Edge,South,Beyond,26/09/2022,215
AGE2038,Here,Central,Commercial,05/20/2023,197
AGE2039,Among,North,State,2023-09-25,112
AGE2040,Power,East,South,08-03-2023,132
AGE2041,Establish,South,Game,24/03/2022,261
AGE1043,Skill,West,Feeling,06/12/2024,299
AGE2043,Wait,South,Painting,04/07/2022,292
AGE2044,Occur,West,Safe,21-07-2023,130
AGE2045,Decade,North,Someone,15/07/2022,268
AGE2046,Improve,North,Majority,2024-01-29,256
AGE2047,Out,Central,Life,2022-12-21,298
AGE2048,Leg,East,Million,06/18/2023,120
AGE2049,Although,Central,General,07/09/2024,-1
INVALID_2,Question,West,Girl,04/27/2022,206
AGE2051,Culture,North,Summer,26/05/2022,163
AGE2052,Response,Central,Onto,10-08-2024,127
AGE2053,Message,South,Language,08/18/2024,114
AGE2054,Before,South,Space,2022-11-29,166
AGE2055,Between,South,Firm,11/22/2022,285
AGE2056,Draw,Central,Scientist,2022-03-12,93
AGE2057,Direction,East,Picture,25/06/2023,7
AGE2058,Case,Central,Board,19-03-2022,149
AGE2059,Beyond,Central,Space,23-06-2022,214
AGE2060,Good,West,Center,09/07/2023,128
AGE2061,Director,East,It,2023-03-31,103
AGE2062,Person,West,International,2023-08-02,134
AGE2063,When,East,Always,05-03-2022,270
AGE2064,Special,East,Arrive,11-02-2024,229
AGE2065,No,East,Dog,16-04-2023,172
AGE2066,Nature,North,Now,2024-05-11,236
AGE2067,Parent,South,Station,29/09/2022,200
AGE2068,Be,South,Back,01/18/2022,251
AGE2069,Try,WEST,Ready,09/09/2023,96
AGE0953,Capital,South,Above,15-02-2022,86
INVALID_53,On,South,Sign,27-02-2024,41
AGE2072,Pm,South,Friend,10-12-2022,229
AGE2073,Detail,Central,Main,16/01/2022,77
AGE2074,Commercial,West,Hot,2022-09-20,125
AGE2075,Herself,West,Former,16-02-2022,270
AGE2076,Might,North,List,05/02/2024,195
AGE2077,Author,South,Box,2024-08-10,49
AGE2078,Join,North,Relate,13-05-2024,-1
AGE2079,Also,South,Ago,14/02/2024,166
AGE2080,Your,Central,Onto,08/05/2024,97
AGE0964,American,East,Focus,12-08-2024,289
AGE2082,Ahead,North,Arm,2023-06-13,153
AGE2083,Require,West,Cut,2024-04-26,244
AGE2084,Case,Central,Crime,21/11/2024,162
AGE2085,Marriage,north,Skill,01/21/2022,234
AGE2086,Pull,North,Center,03-10-2022,262
AGE2087,Really,Central,Down,2022-01-12,30
AGE2088,Physical,South,News,03-08-2023,231
AGE2089,Thousand,Central,Since,30-09-2022,239
AGE2090,Up,East,Whose,2023-07-06,216
AGE2091,Wonder,CENTRAL,Moment,09/01/2023,94
AGE2092,Teach,West,Century,2022-01-27,46
AGE2093,Hospital,West,Other,03/29/2023,225
AGE2094,Expect,North,Computer,01/29/2024,257
AGE2095,Improve,North,Ground,10-12-2023,153
AGE2096,Nice,North,Until,2022-06-11,66
AGE2097,Many,East,Pull,06-07-2024,122
AGE2098,Best,East,Stay,15/07/2022,271
AGE2099,Several,West,Sea,12-01-2024,87
AGE2100,Necessary,North,Place,2023-03-22,22
AGE2000,Card,North,Message,2024-01-13,134
AGE2102,Reality,East,Before,2023-04-12,-1
AGE2103,Dark,North,Question,06/12/2023,100
AGE2104,Country,Central,White,30-12-2023,31
AGE2105,Time,Central,Discuss,20/12/2022,292
AGE2106,Wrong,East,Direction,2022-12-27,212
AGE2107,Morning,Central,Interview,2023-07-10,226
AGE2108,Situation,West,Student,12/18/2022,180
AGE2109,Western,North,Cell,2022-09-18,95
AGE2110,Reality,West,Certain,08/02/2023,82
AGE2111,Somebody,Central,Nation,13-12-2023,124
AGE2112,Yet,WEST,Middle,2022-07-17,285
AGE2113,Trouble,West,Investment,08-02-2023,62
AGE2114,Central,West,Use,27-10-2022,1
AGE2115,Door,North,After,2024-05-31,73
AGE0641,Order,West,Staff,01/02/2022,222
AGE2117,Specific,East,Raise,11/21/2024,92
AGE2118,Project,CENTRAL,Join,02/03/2024,112
AGE2119,Anything,East,Hope,19-01-2022,17
AGE2120,Course,South,May,12/04/2023,181
AGE2121,Military,Central,Become,04/15/2022,9
AGE2122,Full,Central,Whose,21-09-2022,227
AGE2123,Officer,Central,Recent,05/21/2022,73
AGE2124,We,Central,Rest,21-08-2024,87
AGE2125,Among,West,Discover,2024-05-11,-1
AGE2126,Long,Central,Smile,15/09/2023,271
AGE2127,Least,Central,Letter,30-06-2022,157
AGE2128,Establish,West,Process,2022-02-10,194
AGE2129,Feeling,East,Remain,16-07-2022,254
AGE2130,Fear,Central,Could,25/06/2022,15
AGE2131,Cup,Central,Treatment,05/17/2024,6
AGE2132,Almost,North,Ball,2022-01-17,95
AGE2133,Like,South,Where,12/06/2023,291
AGE2134,Before,North,Conference,08/02/2022,80
AGE2135,Mention,West,Tonight,21-11-2022,182
AGE2136,Early,South,Born,16-01-2022,174
AGE2137,Final,North,General,07/19/2022,133
AGE2138,Region,South,Itself,03/28/2022,25
AGE0720,Plant,North,Interview,21/10/2023,15
AGE2140,At,North,Window,28-11-2023,265
AGE2141,Campaign,North,Fund,07/10/2023,124
AGE2142,Own,West,Well,28/04/2024,184
AGE2143,Investment,South,Example,2023-07-13,203
AGE2144,Ever,East,Allow,06/12/2022,-1
AGE2145,See,NORTH,Focus,2022-10-13,124
AGE2146,Simply,North,Soldier,06/29/2022,95
AGE2147,Night,Central,Poor,08/03/2023,99
AGE2148,Name,East,Modern,27/12/2023,240
AGE2149,See,South,Front,03-09-2022,241
AGE2150,Hold,South,Fall,27-07-2023,101
AGE2151,Hospital,West,Create,2023-04-15,95
AGE2152,Between,Central,Imagine,26/10/2024,133
AGE2153,Card,SOUTH,Change,12/09/2023,261
AGE2154,Amount,East,Of,14-12-2023,23
AGE2155,Kitchen,West,Light,21-03-2022,234
AGE2156,Concern,North,Plan,2022-04-01,251
AGE2157,Ground,East,Cup,2023-11-22,174
INVALID_17,Impact,West,Since,2023-07-08,109
AGE2159,Why,North,Range,27-12-2022,83
AGE2160,Attack,Central,Loss,20-06-2023,57
AGE2161,One,South,Would,28/03/2022,162
AGE2162,Continue,West,Reflect,16-05-2024,152
AGE2163,Work,East,Final,31-05-2023,32
AGE2164,Fund,Central,Issue,25-08-2024,180
AGE2165,Job,North,When,03/28/2024,126
AGE2166,Republican,Central,Performance,25/12/2023,97
AGE2167,Quite,North,Catch,16/09/2022,141
AGE2168,Shake,South,Tax,2023-06-21,209
AGE2169,Herself,Central,Pm,02/25/2024,192
AGE2170,Pay,Central,Place,10/13/2023,175
AGE2171,Wear,East,Must,04/03/2022,19
AGE2172,Attorney,East,May,26/06/2022,191
AGE2173,Reality,West,Truth,23/04/2022,116
AGE2174,Whole,West,Challenge,26-08-2023,124
AGE2175,Head,South,Foreign,08-03-2022,137
AGE2176,Citizen,West,Must,22/07/2022,146
AGE2177,Pass,east,Seek,12/07/2023,181
AGE2178,Help,South,Political,02/06/2022,192
AGE2179,End,South,Hand,11/27/2022,300
AGE2180,Television,Central,President,18/12/2024,131
AGE2181,Test,SOUTH,Reach,08/19/2023,144
AGE2182,Mother,South,Remember,23-11-2024,99
AGE2183,Few,Central,Until,02/02/2024,216
AGE2184,Team,North,Situation,21/08/2022,263
AGE2185,They,East,Spring,10-02-2022,91
AGE2186,Responsibility,South,Ten,09/04/2022,200
AGE2187,Economy,North,Long,15-04-2022,96
AGE2188,Quite,South,Several,28-01-2024,237
AGE2189,Argue,South,Congress,04/12/2022,8
AGE2190,Back,West,Interest,07/25/2023,59
AGE2191,Ahead,West,Best,03/16/2024,18
AGE2192,Sort,North,Challenge,05/22/2024,36
AGE1582,Character,East,Race,18-01-2024,124
AGE2194,Specific,Central,Feel,22/02/2022,154
AGE2195,Future,West,Past,19/05/2023,193
AGE2196,Art,North,Recognize,02/14/2024,134
AGE2197,Check,North,Pay,10-04-2022,50
INVALID_7,Risk,West,Dark,2024-11-03,127
AGE2199,Inside,West,Strategy,2024-12-05,289
AGE2200,Teacher,South,Tell,30/08/2024,131
AGE2201,Attention,South,Five,2024-11-07,272
AGE2202,Simple,Central,Find,04-08-2024,190
AGE0339,Ago,Central,Cover,05-04-2024,197
AGE2204,List,North,Need,18/02/2024,66
AGE2205,Their,Central,Certain,04-09-2022,182
AGE2206,End,Central,Peace,17/01/2024,126
AGE2207,Mr,east,Front,12-05-2024,66
AGE2208,Able,North,Including,03/14/2022,231
AGE2209,Prove,North,Spring,04/03/2022,50
AGE2210,Between,East,Kitchen,01-02-2023,209
AGE2211,Maintain,East,Bad,05/12/2022,273
AGE2212,When,South,International,07/27/2024,208
AGE2213,Of,South,Stop,22/01/2022,285
AGE2214,Artist,West,Cover,07-05-2023,58
AGE2215,Realize,North,Give,09/08/2024,272
AGE2216,Attack,South,Degree,10-07-2024,53
AGE2217,Room,EAST,Watch,12/21/2022,78
AGE2218,Task,South,Business,07/12/2022,274
AGE2219,Security,South,Drop,13-08-2022,152
AGE2220,Fish,North,Property,2024-03-22,201
AGE2221,Down,East,Wide,2023-04-19,190
AGE2222,Enjoy,South,Open,2024-09-07,7
AGE2223,Most,West,Customer,2023-05-15,109
AGE2224,Represent,South,Live,2023-05-26,117
AGE2225,Agree,North,Nature,2023-07-31,-1
AGE2226,Them,north,Instead,25-05-2022,290
AGE0142,Receive,West,Message,17-12-2023,251
AGE2228,Anything,East,Local,01-11-2022,20
AGE2229,Actually,East,Participant,10/10/2024,138
AGE2230,Know,North,Buy,21-02-2022,125
AGE2231,Small,East,Say,25/02/2023,109
AGE2232,North,South,Fight,07-02-2024,127
AGE2233,Seven,West,Quite,2023-12-11,66
AGE2234,It,Central,Former,10/14/2022,6
AGE2235,Final,East,Deal,04/07/2023,202
AGE2236,Meeting,North,Billion,16/08/2022,289
AGE2237,Possible,Central,Clearly,04/12/2022,230
AGE2238,Easy,West,Evening,2023-09-03,45
AGE2239,Especially,East,Technology,07-01-2023,87
AGE2240,Near,East,Rich,2022-08-26,291
AGE2241,Tax,North,Poor,27-08-2024,121
AGE2242,Cold,East,Happy,2022-05-01,134
AGE2243,Majority,West,Itself,13/09/2022,217
AGE2244,Claim,East,Everything,07-12-2023,128
AGE1253,Join,North,Agent,12-10-2024,80
AGE2246,Now,West,Shoulder,11/28/2024,260
AGE2247,Sign,South,Role,02/06/2023,278
AGE2248,Major,East,Manager,2023-01-26,162
AGE2249,Spend,East,Process,2023-12-17,76
AGE2250,Much,South,Like,29-03-2023,217
AGE2251,Hope,East,Money,09/27/2022,76
AGE2252,Head,North,Morning,2023-02-24,69
AGE2253,Down,South,Kind,23/05/2023,137
INVALID_65,After,East,Clear,22-11-2022,214
AGE2255,My,West,Another,22/07/2022,162
AGE2256,Idea,West,Black,23-02-2024,-1
AGE2257,Story,East,Technology,27/05/2024,208
AGE2258,However,North,Member,03/22/2024,238
AGE2259,Concern,central,Structure,12/17/2024,149
AGE2260,Candidate,Central,Store,09/02/2022,126
AGE2261,Suggest,West,Some,2022-06-22,-1
AGE2262,Cover,West,Executive,18/02/2023,65
AGE2263,Stuff,North,Knowledge,04/29/2022,122
AGE2264,Cause,Central,Ability,02/28/2022,239
AGE2265,If,EAST,Be,2023-07-14,15
AGE2266,Walk,Central,Receive,14/10/2024,1
AGE2267,Edge,North,Far,25/03/2024,281
AGE2268,Lose,North,Hold,06-09-2022,115
AGE2269,Interesting,Central,Behind,04/30/2022,237
AGE2270,Once,NORTH,Number,2023-04-28,137
AGE2271,Second,Central,Painting,2023-08-02,104
AGE2272,History,Central,Discussion,11-07-2022,15
AGE2273,Fine,East,Upon,10/11/2024,114
AGE2274,Hit,South,Likely,15/08/2022,228
AGE2275,Fall,West,Clearly,2023-11-03,176
AGE2276,Land,North,Include,12/15/2022,172
AGE2277,Left,South,Light,2024-10-29,59
AGE2278,Follow,East,Tree,11-03-2022,171
AGE2279,Notice,East,Around,03/07/2022,202
AGE2280,Fly,West,Money,02/24/2022,249
AGE2281,High,North,Country,2022-08-04,1
AGE2282,Happy,West,Force,2022-04-30,66
AGE2283,Office,North,Old,02/03/2024,72
AGE2284,Room,West,Society,26/11/2022,203
AGE2285,Single,South,Size,2023-03-25,254
AGE2286,Author,West,Chair,07/07/2024,47
AGE2287,Sound,South,System,04/04/2023,273
AGE2288,Court,South,Card,01/06/2022,63
AGE2289,Eight,Central,Rule,03/05/2023,143
AGE2290,Least,Central,Ability,2023-08-11,174
AGE2291,Information,South,Project,05/12/2023,58
AGE2292,Fear,South,Today,27/05/2022,113
AGE2293,Contain,South,Determine,17-03-2024,149
AGE2294,Up,South,Relationship,02-02-2023,130
AGE2295,Go,Central,Community,2023-05-11,247
AGE2296,Dream,North,Federal,06-10-2024,93
AGE2297,Exactly,South,Mind,06/03/2023,272
AGE2298,Wrong,North,Some,05/04/2022,3
AGE2299,Process,North,List,12/02/2023,18
AGE2300,Important,West,Eat,26-01-2022,9999
AGE2301,Son,North,Network,2024-06-03,87
AGE2302,Build,North,Product,26-03-2023,198
AGE2303,Political,South,Set,28/06/2024,77
AGE2304,Analysis,Central,Line,2024-07-26,204
AGE2305,Hair,Central,Later,2024-09-21,119
AGE2236,Measure,East,Mother,20/11/2022,65
AGE2307,Better,Central,Apply,22/12/2022,39
AGE2308,For,East,Reveal,06/30/2022,241
AGE2309,Important,South,Movement,2022-01-21,201
AGE2310,Tough,West,Cell,15/12/2024,290
AGE2311,Social,North,Letter,2022-05-31,61
AGE2312,College,West,Travel,20/06/2022,208
AGE2313,Number,North,Sit,11/08/2022,240
AGE0439,Local,Central,News,2022-06-04,160
AGE2315,Major,North,Avoid,05/11/2023,171
INVALID_53,Night,North,Nothing,09/22/2022,56
AGE2317,Growth,East,Film,07/03/2024,253
AGE2318,Organization,West,Along,29-07-2023,245
AGE2319,Hand,North,Able,2022-02-23,275
AGE2320,Deep,East,Fill,2023-12-02,9999
AGE2321,Century,West,Require,2024-08-24,236
AGE2322,Exactly,West,Although,27/12/2023,221
AGE2323,Listen,North,Long,04/01/2024,298
AGE2324,Series,South,Woman,2022-10-16,106
AGE2325,Choose,Central,General,16-07-2024,234
AGE2326,Answer,South,Use,2023-03-07,193
AGE2327,Prepare,east,Heavy,03/14/2023,228
AGE1878,Guy,South,Until,02/12/2023,-1
AGE2329,Involve,Central,Computer,2022-02-19,281
AGE2330,However,East,Class,21/05/2022,5
AGE2331,Public,West,Understand,12-01-2023,167
AGE2332,Cultural,East,Anyone,09-12-2023,-1
AGE2333,Condition,East,Operation,04/15/2023,14
AGE2334,Line,South,Dinner,22-11-2024,237
AGE2335,Carry,Central,Strong,21/10/2024,71
AGE2336,Play,Central,Upon,05/30/2022,109
AGE0230,Share,South,Budget,16-06-2024,83
AGE2338,Little,North,Concern,26-11-2023,86
AGE2339,Source,North,Pull,09/28/2024,22
AGE2340,Remain,West,Until,2022-08-30,118
AGE2341,American,East,Hard,28/03/2023,290
AGE2342,Door,Central,Agree,2023-08-01,183
AGE2343,Baby,North,Find,11/07/2024,228
AGE2344,Poor,West,Bad,02/08/2022,201
AGE2345,But,West,Service,25/06/2024,269
INVALID_99,Federal,West,Per,03/01/2022,72
AGE2347,Land,West,Around,21-12-2022,37
AGE2348,Thank,South,Which,12/21/2024,85
AGE2349,Chair,North,Prepare,03-02-2022,76
AGE2350,Early,south,Body,2022-04-03,56
AGE2351,Big,South,Suffer,02/01/2023,58
AGE2352,Hotel,West,Service,27/10/2023,217
AGE2353,Deep,Central,New,2022-12-11,214
AGE2354,Coach,South,Trade,02/20/2024,215
AGE2355,Explain,North,History,04/12/2024,76
AGE2356,Fire,South,Trade,10-03-2023,97
AGE2357,Test,East,Design,06-01-2024,199
AGE2358,Above,South,Big,30/03/2022,219
INVALID_42,Create,West,Different,29-01-2024,206
AGE2360,Role,East,Billion,30-05-2023,153
AGE2361,Staff,North,Others,2024-04-04,211
AGE2362,Oil,East,Eye,2024-06-29,118
AGE2363,City,East,Would,19-07-2023,95
INVALID_7,Every,South,Impact,05/08/2023,202
AGE2365,Seem,North,Hour,06/04/2024,164
AGE2366,Degree,CENTRAL,Animal,2024-07-08,6
AGE2367,Account,Central,Task,03/11/2024,227
AGE2368,Happen,South,Simple,2023-08-01,199
AGE2369,Interview,Central,Eye,2022-02-12,158
AGE2370,Instead,West,When,2023-02-20,167
AGE0357,Travel,South,Speak,10-01-2022,168
AGE2372,Listen,Central,Management,06/29/2022,117
AGE2373,Within,West,Until,01/02/2023,179
AGE2374,Support,South,Inside,06/10/2024,102
AGE2375,Born,Central,Artist,05/03/2024,226
AGE0871,Protect,East,Apply,13-07-2023,11
AGE2377,Fund,East,Reason,02/11/2024,173
AGE2378,Treat,North,Defense,07/02/2022,141
AGE2379,Wind,South,Report,01/01/2022,170
AGE2380,Me,Central,Glass,23/08/2023,23
AGE2381,Religious,East,Every,14/01/2023,263
AGE2382,Suffer,East,Rule,09-12-2023,9999
AGE2383,Third,East,Two,07/01/2023,105
AGE1387,Future,North,Under,03-09-2023,195
AGE2385,Season,North,Party,2022-01-09,70
AGE2386,Democrat,East,Near,25/12/2022,265
INVALID_99,Run,North,Him,08/07/2024,170
AGE2388,Company,East,Happen,2023-07-26,191
